X,Label,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Replicate,Generation,Line
69,batch1.jpeg,0.448,1.685,0.339,89.162,0.406,1.677,897,330,94.268,0.349,4.975,0.201,0.913,897,330,R1,G7,Large_responce
817,control_10.jpg,0.511,1.789,0.364,43.124,0.406,1.789,424,1245,47.891,0.399,4.92,0.203,0.866,467,1193,R1,G1,Control
212,control_batch_02.jpg,0.399,1.578,0.322,152.465,0.406,1.555,461,202,156.801,0.354,4.897,0.204,0.885,466,197,R1,G1,Control
1730,Large 6.jpg,0.618,1.928,0.408,177.157,0.406,1.914,3357,2346,175.892,0.435,4.722,0.212,0.913,3368,2330,R1,G3,Large_responce
621,Control 2.jpg,0.755,2.106,0.456,4.752,0.406,2.066,3480,1086,5.519,0.496,4.614,0.217,0.91,3667,1044,R1,G3,Control
85,control_batch_01.jpg,0.396,1.521,0.331,85.885,0.406,1.513,586,731,95.807,0.403,4.588,0.218,0.826,586,731,R1,G1,Control
249,Control 2.jpg,0.456,1.615,0.36,7.552,0.406,1.596,1352,475,12.967,0.387,4.486,0.223,0.9,1496,437,R1,G2,Control
220,batch6.jpeg,0.402,1.497,0.342,90.882,0.406,1.519,313,1750,96.754,0.369,4.375,0.229,0.886,313,1750,R1,G4,Control
784,Large 3.jpg,0.708,1.976,0.456,174.419,0.406,1.954,2885,1567,169.114,0.468,4.333,0.231,0.923,2891,1564,R1,G3,Large_responce
380,Control 1.jpg,0.591,1.799,0.418,169.668,0.406,1.823,1503,1304,163.54,0.447,4.301,0.233,0.9,1525,1295,R1,G3,Control
785,batch3.jpeg,0.648,1.878,0.439,93.047,0.406,1.855,315,566,85.101,0.5,4.276,0.234,0.864,319,496,R1,G5,Large_responce
1306,Control 5.jpg,0.675,1.916,0.448,179.44,0.406,1.88,1289,1202,173.326,0.461,4.275,0.234,0.925,1374,1196,R1,G3,Control
81,batch5.jpeg,0.96,2.276,0.537,84.123,0.406,2.227,350,571,85.764,0.542,4.239,0.236,0.929,356,463,R1,G7,Large_responce
250,batch5.jpeg,0.824,2.098,0.5,85.185,0.406,2.089,697,1597,83.784,0.512,4.193,0.238,0.908,700,1496,R1,G7,Large_responce
389,Control 1.jpg,0.576,1.749,0.419,173.579,0.406,1.761,2745,1404,176.766,0.47,4.17,0.24,0.87,2804,1392,R1,G3,Control
88,Control 3.jpg,0.634,1.828,0.442,173.752,0.406,1.805,3258,1213,166.958,0.474,4.14,0.242,0.91,3262,1211,R1,G3,Control
26,Large 4.jpg,0.953,2.237,0.543,0.754,0.406,2.202,3335,740,5.219,0.546,4.124,0.242,0.938,3512,712,R1,G3,Large_responce
576,batch2.jpeg,0.509,1.61,0.402,104.028,0.406,1.595,1281,911,98.637,0.523,4.001,0.25,0.814,1281,911,R1,G6,Large_responce
702,Control 2.jpg,0.722,1.919,0.479,4.446,0.406,1.91,806,1729,6.571,0.474,4.005,0.25,0.941,931,1690,R1,G3,Control
208,batch7.jpeg,0.713,1.898,0.478,77.945,0.406,1.948,1152,1642,84.699,0.547,3.968,0.252,0.85,1160,1545,R1,G7,Large_responce
1092,Control 1.jpg,0.663,1.832,0.461,179.334,0.406,1.818,2674,1526,174.835,0.466,3.972,0.252,0.938,2733,1517,R1,G2,Control
867,Control 4.jpg,0.589,1.725,0.435,3.871,0.406,1.697,1325,841,8.415,0.436,3.968,0.252,0.939,1417,804,R1,G3,Control
1863,batch7.jpeg,0.713,1.892,0.48,90.016,0.406,1.904,546,1240,93.18,0.475,3.942,0.254,0.925,546,1240,R1,G5,Large_responce
152,batch7.jpeg,0.713,1.881,0.483,93.283,0.406,2.045,1118,1133,93.926,0.523,3.897,0.257,0.79,1118,1133,R1,G7,Large_responce
313,Large 1.jpg,0.608,1.719,0.45,1.816,0.406,1.72,2674,616,2.459,0.479,3.817,0.262,0.906,2797,586,R1,G3,Large_responce
1973,batch6.jpeg,0.723,1.846,0.499,94.319,0.406,1.813,909,613,97.595,0.515,3.701,0.27,0.92,909,613,R1,G6,Large_responce
154,batch1.jpeg,0.551,1.597,0.439,83.927,0.406,1.704,613,781,79.019,0.477,3.637,0.275,0.801,624,714,R1,G7,Large_responce
69,batch7.jpeg,0.858,1.931,0.566,82.145,0.406,1.957,991,619,82.367,0.568,3.415,0.293,0.92,996,522,R1,G7,Large_responce
746,batch3.jpeg,0.769,1.798,0.544,91.588,0.406,1.835,871,1294,93.814,0.543,3.302,0.303,0.917,871,1294,R1,G4,Large_responce
1430,Control 5.jpg,0.732,2.078,0.449,7.21,0.407,2.04,1766,2174,3.629,0.454,4.63,0.216,0.929,1926,2131,R1,G3,Control
215,Control 3.jpg,0.444,1.614,0.35,0.997,0.407,1.59,3191,2461,175.941,0.376,4.606,0.217,0.899,3305,2442,R1,G2,Control
363,Control 2.jpg,0.547,1.789,0.389,162.885,0.407,1.754,3225,1527,160.931,0.415,4.597,0.218,0.914,3237,1524,R1,G2,Control
118,Control 3.jpg,0.636,1.916,0.423,0.264,0.407,1.885,2503,1580,177.2,0.447,4.531,0.221,0.915,2636,1555,R1,G2,Control
409,Control 2.jpg,0.648,1.927,0.428,174.146,0.407,1.902,3023,1975,169.778,0.489,4.503,0.222,0.89,3084,1962,R1,G2,Control
1369,control_5.jpg,0.551,1.775,0.395,83.687,0.407,1.744,237,1053,84.123,0.439,4.49,0.223,0.88,242,985,R1,G1,Control
566,Large 1.jpg,0.545,1.754,0.396,173.042,0.407,1.755,1526,2304,166.799,0.421,4.428,0.226,0.908,1580,2294,R1,G3,Large_responce
1021,Control 1.jpg,0.525,1.712,0.391,8.005,0.407,1.723,2272,811,4.086,0.415,4.384,0.228,0.902,2406,789,R1,G2,Control
1585,Control 6.jpg,0.604,1.837,0.418,2.663,0.407,1.865,3611,1731,9.152,0.44,4.392,0.228,0.91,3656,1687,R1,G2,Control
184,batch6.jpeg,0.457,1.589,0.366,80.551,0.407,1.624,415,1534,78.003,0.438,4.34,0.23,0.839,429,1454,R1,G4,Control
460,Control 2.jpg,0.421,1.525,0.351,175.285,0.407,1.514,3230,2458,178.839,0.36,4.342,0.23,0.915,3256,2431,R1,G2,Control
524,batch2.jpeg,0.371,1.426,0.331,99.319,0.407,1.483,828,988,96.766,0.376,4.307,0.232,0.799,828,988,R1,G7,Large_responce
1059,Control 1.jpg,0.624,1.853,0.429,153.545,0.407,1.868,785,1214,155.4,0.454,4.318,0.232,0.892,810,1199,R1,G2,Control
713,Control 2.jpg,0.573,1.764,0.413,177.947,0.407,1.76,2735,1823,2.265,0.477,4.27,0.234,0.871,2904,1803,R1,G3,Control
53,control_batch_01.jpg,0.584,1.776,0.419,128.227,0.407,1.738,690,526,130.236,0.44,4.243,0.236,0.889,694,523,R1,G1,Control
32,Control 3.jpg,0.815,2.087,0.497,179.498,0.407,2.057,2505,807,178.063,0.539,4.199,0.238,0.907,2517,787,R1,G3,Control
1162,C4.jpeg,0.541,1.695,0.406,89.911,0.407,1.719,407,253,98.746,0.478,4.171,0.24,0.837,407,253,R1,G5,Control
1366,control_5.jpg,0.592,1.766,0.427,88.248,0.407,1.711,281,969,92.564,0.447,4.139,0.242,0.9,281,969,R1,G1,Control
454,Control 2.jpg,0.768,2.01,0.487,1.443,0.407,1.999,777,2400,3.521,0.538,4.128,0.242,0.908,825,2363,R1,G2,Control
99,batch6.jpeg,0.596,1.757,0.432,90.804,0.407,1.758,1129,612,86.1,0.435,4.065,0.246,0.917,1133,524,R1,G7,Control
285,Large 4.jpg,0.772,1.99,0.494,4.137,0.407,1.936,2045,2606,7.512,0.532,4.031,0.248,0.902,2169,2565,R1,G3,Large_responce
638,control_9.jpg,0.602,1.748,0.438,78.178,0.407,1.867,505,911,79.765,0.537,3.989,0.251,0.772,517,839,R1,G1,Control
609,Control 5.jpg,0.449,1.499,0.381,9.21,0.407,1.497,2533,1529,3.918,0.424,3.931,0.254,0.885,2655,1510,R1,G2,Control
187,batch1.jpeg,0.681,1.827,0.474,84.081,0.407,1.844,620,1024,85.03,0.492,3.851,0.26,0.913,626,932,R1,G6,Large_responce
312,batch5.jpeg,0.551,1.631,0.43,98.183,0.407,1.795,685,1762,98.499,0.452,3.793,0.264,0.818,685,1762,R1,G4,Control
272,batch5.jpeg,0.636,1.676,0.483,93.246,0.407,1.695,590,1506,92.07,0.492,3.471,0.288,0.916,590,1506,R1,G4,Control
683,control_9.jpg,0.317,1.441,0.28,86.816,0.408,1.418,370,1274,81.724,0.311,5.141,0.195,0.877,376,1219,R1,G1,Control
321,control_batch_02.jpg,0.376,1.555,0.308,145.89,0.408,1.531,434,825,143.13,0.339,5.053,0.198,0.866,434,825,R1,G1,Control
1015,control_6.jpg,0.476,1.733,0.35,98.682,0.408,1.682,538,380,99.605,0.389,4.957,0.202,0.871,538,380,R1,G1,Control
217,control_batch_02.jpg,0.488,1.75,0.355,94.413,0.408,1.713,147,291,86.583,0.386,4.93,0.203,0.902,149,224,R1,G1,Control
1625,control_11.jpg,0.492,1.737,0.36,90.101,0.408,1.7,499,889,82.235,0.418,4.823,0.207,0.863,506,823,R1,G1,Control
359,control_batch_02.jpg,0.446,1.658,0.343,123.389,0.408,1.633,405,1172,118.968,0.365,4.841,0.207,0.87,405,1172,R1,G1,Control
125,Control 3.jpg,0.732,2.109,0.442,14.854,0.408,2.06,1106,1686,15.555,0.46,4.773,0.209,0.93,1268,1625,R1,G2,Control
1492,Large 5.jpg,0.582,1.88,0.394,177.816,0.408,1.844,2012,1996,174.42,0.396,4.768,0.21,0.927,2064,1981,R1,G3,Large_responce
575,Large 1.jpg,0.563,1.843,0.389,1.447,0.408,1.827,1928,2393,177.022,0.399,4.737,0.211,0.925,2064,2372,R1,G3,Large_responce
883,Large 3.jpg,0.599,1.897,0.402,176.184,0.408,1.862,3819,2235,175.452,0.419,4.716,0.212,0.915,3878,2219,R1,G3,Large_responce
1463,control_7.jpg,0.465,1.655,0.358,93.176,0.408,1.649,868,592,98.005,0.402,4.626,0.216,0.854,868,592,R1,G1,Control
978,control_4.jpg,0.355,1.444,0.313,72.007,0.408,1.42,834,1393,72.216,0.331,4.614,0.217,0.886,849,1340,R1,G1,Control
1110,batch4.jpeg,0.682,1.989,0.436,92.656,0.408,1.986,799,1739,96.47,0.518,4.558,0.219,0.865,799,1739,R1,G4,Large_responce
449,batch6.jpeg,0.684,1.984,0.439,91.214,0.408,1.969,184,860,97.199,0.452,4.518,0.221,0.896,184,860,R1,G7,Large_responce
1393,Control 7.jpg,0.674,1.958,0.438,7.094,0.408,1.923,863,2328,8.259,0.447,4.468,0.224,0.927,1018,2289,R1,G2,Control
1238,Large 2.jpg,0.72,2.01,0.456,179.401,0.408,1.995,2460,2481,2.726,0.485,4.408,0.227,0.91,2533,2459,R1,G3,Large_responce
864,batch3.jpeg,0.657,1.92,0.436,89.464,0.408,1.902,338,336,94.214,0.439,4.403,0.227,0.934,338,336,R1,G6,Large_responce
504,Control 5.jpg,0.538,1.729,0.396,0.078,0.408,1.709,2287,540,178.628,0.406,4.368,0.229,0.909,2394,521,R1,G2,Control
1173,batch4.jpeg,0.44,1.564,0.358,94.314,0.408,1.533,489,1058,96.546,0.374,4.367,0.229,0.919,489,1058,R1,G7,Large_responce
1093,batch4.jpeg,0.603,1.828,0.42,80.932,0.408,1.871,1072,1717,78.079,0.463,4.349,0.23,0.864,1090,1627,R1,G4,Large_responce
1570,Large 5.jpg,0.73,1.987,0.468,7.43,0.408,1.966,2647,2537,3.998,0.477,4.249,0.235,0.926,2757,2507,R1,G3,Large_responce
423,Control 1.jpg,0.66,1.884,0.446,174.779,0.408,1.882,3199,1685,176.065,0.515,4.226,0.237,0.86,3241,1655,R1,G3,Control
1765,batch5.jpg,0.52,1.665,0.398,169.349,0.408,1.659,1972,1344,174.118,0.471,4.184,0.239,0.87,1991,1336,R1,G6,Control
713,Control 5.jpg,0.755,1.993,0.483,13.251,0.408,1.995,680,2549,14.25,0.516,4.13,0.242,0.913,837,2491,R1,G2,Control
516,Control 1.jpg,0.686,1.883,0.464,176.66,0.408,1.84,1797,2439,177.215,0.479,4.063,0.246,0.931,1831,2414,R1,G3,Control
804,Large 3.jpg,0.598,1.755,0.434,4.225,0.408,1.742,848,1728,2.776,0.428,4.047,0.247,0.929,983,1698,R1,G3,Large_responce
1597,Large 6.jpg,0.721,1.907,0.482,2.825,0.408,1.894,1137,984,4.79,0.47,3.959,0.253,0.941,1237,951,R1,G3,Large_responce
1617,C5.jpeg,0.778,1.958,0.506,87.492,0.408,1.952,909,489,82.304,0.523,3.871,0.258,0.915,918,415,R1,G5,Control
1596,Control 6.jpg,0.59,1.695,0.443,16.09,0.408,1.702,2256,1815,9.689,0.464,3.824,0.262,0.911,2386,1776,R1,G2,Control
1139,batch3.jpeg,0.629,1.744,0.459,79.372,0.408,1.763,1191,1725,80.218,0.493,3.801,0.263,0.877,1202,1638,R1,G6,Large_responce
533,batch2.jpeg,0.598,1.7,0.448,83.668,0.408,1.738,1158,680,84.92,0.455,3.794,0.264,0.89,1161,590,R1,G7,Control
1111,Control 4.jpg,0.861,2.027,0.541,178.496,0.408,2.009,2766,2682,177.166,0.564,3.747,0.267,0.912,2936,2658,R1,G3,Control
609,batch3.jpeg,0.784,1.935,0.516,92.391,0.408,1.915,148,442,93.045,0.524,3.749,0.267,0.931,148,442,R1,G4,Large_responce
63,batch7.jpeg,0.827,1.976,0.533,85.373,0.408,2.074,874,593,83.355,0.554,3.705,0.27,0.848,885,490,R1,G7,Large_responce
126,batch1.jpeg,0.567,1.626,0.444,92.78,0.408,1.615,1298,690,95.572,0.454,3.663,0.273,0.916,1298,690,R1,G4,Control
532,batch6.jpeg,1.043,2.205,0.602,88.249,0.408,2.188,210,1499,85.147,0.6,3.66,0.273,0.933,217,1393,R1,G7,Large_responce
163,batch6.jpeg,0.479,1.486,0.411,92.955,0.408,1.545,464,900,96.667,0.419,3.621,0.276,0.866,464,900,R1,G7,Control
887,Control 4.jpg,0.674,1.755,0.489,179.434,0.408,1.74,1814,989,6.557,0.51,3.59,0.279,0.917,1856,942,R1,G3,Control
563,batch2.jpeg,0.621,1.68,0.471,87.946,0.408,1.7,840,1221,86.634,0.474,3.569,0.28,0.909,842,1153,R1,G7,Large_responce
828,control_10.jpg,0.432,1.288,0.427,60.225,0.408,1.427,373,1334,63.435,0.601,3.017,0.331,0.646,387,1284,R1,G1,Control
417,control_3.jpg,0.466,1.713,0.347,98.621,0.409,1.683,814,241,104.036,0.38,4.944,0.202,0.879,814,241,R1,G1,Control
31,control_batch_01.jpg,0.474,1.715,0.352,148.053,0.409,1.689,107,388,153.048,0.384,4.875,0.205,0.879,111,386,R1,G1,Control
1093,Control 1.jpg,0.75,2.142,0.446,4.023,0.409,2.083,3613,1566,4.507,0.446,4.802,0.208,0.941,3791,1531,R1,G2,Control
15,Control 3.jpg,0.441,1.62,0.347,10.085,0.409,1.608,638,517,14.744,0.36,4.673,0.214,0.921,775,474,R1,G2,Control
109,batch1.jpeg,0.545,1.795,0.387,89.911,0.409,1.802,925,531,93.972,0.399,4.642,0.215,0.908,925,531,R1,G7,Large_responce
776,Control 4.jpg,0.608,1.898,0.408,176.203,0.409,1.861,403,756,174.321,0.433,4.656,0.215,0.913,413,742,R1,G2,Control
1334,control_5.jpg,0.461,1.649,0.356,69.353,0.409,1.656,519,726,65.41,0.395,4.631,0.216,0.844,540,666,R1,G1,Control
67,batch1.jpeg,0.566,1.827,0.395,88.923,0.409,1.81,643,360,96.968,0.462,4.629,0.216,0.861,643,360,R1,G6,Large_responce
166,batch6.jpeg,0.494,1.706,0.368,85.61,0.409,1.695,547,1397,84.623,0.412,4.63,0.216,0.872,547,1312,R1,G4,Control
92,Large 4.jpg,0.712,2.048,0.443,5.514,0.409,2.004,3360,1158,6.041,0.451,4.627,0.216,0.921,3515,1122,R1,G3,Large_responce
519,Large 1.jpg,0.875,2.26,0.493,5.253,0.409,2.236,780,2028,5.684,0.508,4.585,0.218,0.928,918,1991,R1,G3,Large_responce
91,batch7.jpeg,0.691,2,0.44,84.089,0.409,1.985,681,830,85.956,0.467,4.55,0.22,0.903,687,731,R1,G7,Large_responce
961,Large 2.jpg,0.616,1.882,0.416,177.993,0.409,1.87,1553,578,172.875,0.427,4.519,0.221,0.912,1635,574,R1,G3,Large_responce
166,Control 3.jpg,0.823,2.176,0.482,0.847,0.409,2.149,330,2039,0.818,0.481,4.518,0.221,0.941,451,2012,R1,G2,Control
1374,Control 5.jpg,0.725,2.037,0.453,175.547,0.409,2.057,3478,1726,174.179,0.466,4.496,0.222,0.911,3542,1714,R1,G3,Control
1533,control_7.jpg,0.619,1.876,0.42,68.119,0.409,1.897,872,1385,70.346,0.476,4.462,0.224,0.851,894,1315,R1,G1,Control
248,batch6.jpeg,0.578,1.813,0.406,83.224,0.409,1.824,857,1277,77.905,0.479,4.465,0.224,0.863,870,1207,R1,G4,Large_responce
1010,control_6.jpg,0.463,1.62,0.364,99.692,0.409,1.638,1028,327,108.153,0.418,4.454,0.225,0.843,1028,327,R1,G1,Control
1439,control_7.jpg,0.438,1.57,0.355,98.503,0.409,1.603,1052,355,99.162,0.403,4.417,0.226,0.83,1052,355,R1,G1,Control
839,control_10.jpg,0.503,1.683,0.38,66.381,0.409,1.736,685,1438,65.695,0.439,4.424,0.226,0.857,708,1376,R1,G1,Control
1571,Large 5.jpg,0.807,2.127,0.483,2.054,0.409,2.094,2874,2537,175.668,0.499,4.402,0.227,0.915,3016,2508,R1,G3,Large_responce
140,batch6.jpeg,0.53,1.72,0.392,90.135,0.409,1.693,1004,1160,85.292,0.413,4.385,0.228,0.893,1009,1075,R1,G4,Control
1246,Control 7.jpg,0.824,2.146,0.489,16.516,0.409,2.118,3333,979,15.983,0.544,4.391,0.228,0.894,3513,901,R1,G2,Control
1297,Control 5.jpg,0.779,2.079,0.477,176.895,0.409,2.04,3466,1130,176.371,0.495,4.357,0.23,0.913,3514,1116,R1,G3,Control
1174,Control 6.jpg,0.694,1.957,0.451,53.623,0.409,1.931,1004,1966,53.366,0.503,4.336,0.231,0.879,1119,1810,R1,G3,Control
1387,control_5.jpg,0.5,1.65,0.386,81.266,0.409,1.675,917,1246,82.117,0.452,4.276,0.234,0.814,921,1181,R1,G1,Control
946,batch3.jpeg,0.49,1.627,0.383,79.448,0.409,1.665,174,1447,77.005,0.433,4.244,0.236,0.845,184,1382,R1,G7,Large_responce
1145,Control 6.jpg,0.732,1.982,0.471,25.621,0.409,1.969,2237,1151,24.755,0.502,4.211,0.237,0.91,2386,1053,R1,G3,Control
465,Control 2.jpg,0.472,1.592,0.378,4.673,0.409,1.565,1865,2497,6.382,0.387,4.217,0.237,0.922,1999,2468,R1,G2,Control
1342,Large 5.jpg,0.807,2.072,0.496,4.484,0.409,2.025,1555,912,1.492,0.515,4.176,0.239,0.921,1670,890,R1,G3,Large_responce
1255,Control 7.jpg,0.641,1.844,0.443,17.312,0.409,1.871,2232,1061,16.849,0.473,4.164,0.24,0.87,2379,995,R1,G2,Control
912,batch3.jpeg,0.701,1.926,0.463,91.478,0.409,1.925,692,1230,92.974,0.499,4.157,0.241,0.895,692,1230,R1,G7,Large_responce
107,batch1.jpeg,0.647,1.844,0.447,94.891,0.409,1.887,1119,493,92.921,0.47,4.129,0.242,0.885,1119,493,R1,G7,Control
287,batch1.jpeg,0.56,1.707,0.417,88.636,0.409,1.718,680,1483,84.864,0.442,4.091,0.244,0.888,677,1394,R1,G7,Control
76,Control 3.jpg,0.729,1.947,0.477,178.995,0.409,1.904,3415,1150,177.845,0.481,4.082,0.245,0.922,3477,1134,R1,G2,Control
454,Large 1.jpg,0.781,1.998,0.498,179.366,0.409,1.985,572,1587,3.045,0.493,4.014,0.249,0.94,608,1554,R1,G3,Large_responce
228,control_batch_02.jpg,0.539,1.646,0.416,52.659,0.409,1.741,1002,322,55.146,0.512,3.953,0.253,0.765,1037,266,R1,G1,Control
475,Control 2.jpg,0.671,1.816,0.47,7.702,0.409,1.784,1301,2711,3.617,0.481,3.864,0.259,0.929,1438,2667,R1,G2,Control
231,batch6.jpeg,0.567,1.666,0.433,90.371,0.409,1.663,906,1114,95.274,0.484,3.844,0.26,0.854,906,1114,R1,G4,Large_responce
797,batch3.jpeg,0.505,1.563,0.411,88.358,0.409,1.702,466,698,94.205,0.424,3.803,0.263,0.809,466,698,R1,G7,Large_responce
581,Control 2.jpg,0.846,2.016,0.534,5.112,0.409,1.992,805,764,4.004,0.55,3.772,0.265,0.935,936,731,R1,G3,Control
438,batch6.jpeg,0.856,1.978,0.551,91.022,0.409,2.122,875,822,93.334,0.576,3.588,0.279,0.836,875,822,R1,G7,Large_responce
859,batch3.jpeg,0.9,2.018,0.568,90.214,0.409,2.027,1066,1073,85.764,0.549,3.554,0.281,0.928,1062,992,R1,G7,Large_responce
740,batch3.jpeg,0.705,1.776,0.505,93.476,0.409,1.783,296,478,96.429,0.582,3.517,0.284,0.86,296,478,R1,G7,Large_responce
1029,batch4.jpeg,0.634,1.678,0.481,94.303,0.409,1.733,974,1261,94.038,0.491,3.486,0.287,0.889,974,1261,R1,G4,Large_responce
577,batch2.jpeg,0.548,1.548,0.451,90.385,0.409,1.66,1013,913,93.447,0.459,3.431,0.291,0.838,1013,913,R1,G6,Large_responce
396,batch2.jpeg,0.722,1.77,0.519,76.122,0.409,1.801,1228,908,76.278,0.532,3.41,0.293,0.92,1248,822,R1,G4,Large_responce
331,control_batch_02.jpg,0.313,1.416,0.281,49.56,0.41,1.392,246,961,48.715,0.335,5.038,0.199,0.842,274,920,R1,G1,Control
346,control_batch_02.jpg,0.457,1.682,0.346,22.893,0.41,1.612,239,1070,23.318,0.377,4.858,0.206,0.888,290,1043,R1,G1,Control
1471,control_7.jpg,0.531,1.814,0.373,85.482,0.41,1.77,644,740,84.207,0.4,4.866,0.206,0.89,650,671,R1,G1,Control
865,control_4.jpg,0.447,1.655,0.344,73.878,0.41,1.607,263,278,69.55,0.367,4.807,0.208,0.865,278,218,R1,G1,Control
982,Large 2.jpg,0.51,1.748,0.372,174.558,0.41,1.708,1536,758,171.119,0.381,4.701,0.213,0.912,1543,752,R1,G3,Large_responce
1221,Large 2.jpg,0.744,2.099,0.451,1.823,0.41,2.06,3812,2373,176.479,0.464,4.654,0.215,0.926,3968,2346,R1,G3,Large_responce
90,control_batch_01.jpg,0.42,1.554,0.344,64.67,0.41,1.536,911,818,57.894,0.401,4.516,0.221,0.847,941,767,R1,G1,Control
835,Large 3.jpg,0.557,1.782,0.398,175.725,0.41,1.756,1774,1920,168.218,0.435,4.478,0.223,0.901,1828,1907,R1,G3,Large_responce
997,Control 4.jpg,0.759,2.079,0.465,3.519,0.41,2.06,512,1830,8.599,0.521,4.472,0.224,0.906,547,1785,R1,G3,Control
1123,Control 1.jpg,0.685,1.974,0.442,4.312,0.41,1.966,1611,1889,10.491,0.472,4.469,0.224,0.911,1789,1852,R1,G2,Control
1390,control_5.jpg,0.351,1.409,0.317,51.368,0.41,1.448,522,1237,49.289,0.385,4.445,0.225,0.791,552,1194,R1,G1,Control
134,Control 3.jpg,0.43,1.551,0.353,178.193,0.41,1.579,3420,1747,3.715,0.371,4.399,0.227,0.898,3448,1715,R1,G2,Control
397,Large 1.jpg,0.599,1.829,0.417,174.208,0.41,1.827,2176,1179,170.701,0.436,4.388,0.228,0.905,2198,1171,R1,G3,Large_responce
1242,batch5.jpeg,0.596,1.82,0.417,89.765,0.41,1.824,878,790,82.954,0.485,4.368,0.229,0.848,887,701,R1,G4,Large_responce
414,batch2.jpeg,0.717,1.997,0.457,88.405,0.41,1.982,585,535,84.218,0.474,4.366,0.229,0.908,592,456,R1,G7,Large_responce
548,Control 5.jpg,0.834,2.141,0.496,12.082,0.41,2.135,3659,959,12.171,0.541,4.319,0.232,0.893,3845,893,R1,G2,Control
1060,control_6.jpg,0.359,1.364,0.335,35.617,0.41,1.431,911,758,31.139,0.429,4.071,0.246,0.735,946,725,R1,G1,Control
59,Control 3.jpg,0.54,1.669,0.412,10.215,0.41,1.655,2555,998,10.685,0.435,4.05,0.247,0.914,2698,954,R1,G2,Control
1618,batch5.jpeg,0.899,2.154,0.531,90.367,0.41,2.103,959,434,94.357,0.539,4.055,0.247,0.935,959,434,R1,G6,Large_responce
643,Large 3.jpg,0.817,2.04,0.51,179.158,0.41,2.035,657,633,179.109,0.527,4,0.25,0.919,792,609,R1,G3,Large_responce
440,Control 2.jpg,0.587,1.723,0.434,168.395,0.41,1.691,1624,2284,168.486,0.447,3.973,0.252,0.923,1637,2266,R1,G2,Control
59,Large 4.jpg,0.641,1.793,0.455,176.808,0.41,1.79,882,929,174.592,0.451,3.938,0.254,0.935,902,916,R1,G3,Large_responce
275,Large 4.jpg,0.943,2.145,0.56,5.681,0.41,2.101,1329,2472,8.659,0.558,3.83,0.261,0.936,1496,2429,R1,G3,Large_responce
381,batch6.jpeg,0.795,1.936,0.523,93.466,0.41,1.911,1129,464,98.043,0.537,3.701,0.27,0.896,1129,464,R1,G7,Large_responce
1363,Control 5.jpg,0.753,1.867,0.513,177.245,0.41,1.969,1751,1671,2.603,0.511,3.637,0.275,0.907,1784,1632,R1,G3,Control
246,batch4.jpeg,0.561,1.604,0.446,73.566,0.41,1.59,1335,1393,70.201,0.455,3.599,0.278,0.911,1361,1318,R1,G4,Control
311,Control 1.jpg,0.887,2.011,0.561,177.506,0.41,2.009,2918,775,2.834,0.582,3.582,0.279,0.932,2958,729,R1,G3,Control
77,batch1.jpeg,0.808,1.878,0.548,96.565,0.41,2.025,936,372,94.357,0.569,3.428,0.292,0.854,936,372,R1,G7,Control
267,batch2.jpeg,0.721,1.765,0.521,82.593,0.41,1.801,1321,1239,84.161,0.529,3.39,0.295,0.901,1329,1151,R1,G4,Control
9,control_batch_01.jpg,0.385,1.573,0.312,95.659,0.411,1.559,488,175,92.816,0.323,5.048,0.198,0.911,488,175,R1,G1,Control
1661,control_11.jpg,0.592,1.937,0.389,86.038,0.411,1.871,260,1316,84.523,0.444,4.98,0.201,0.869,265,1243,R1,G1,Control
300,control_batch_02.jpg,0.433,1.648,0.335,35.214,0.411,1.603,139,722,37.235,0.374,4.927,0.203,0.874,184,681,R1,G1,Control
1199,control_8.jpg,0.501,1.768,0.361,94.17,0.411,1.75,538,657,97.539,0.384,4.901,0.204,0.873,538,657,R1,G1,Control
488,control_3.jpg,0.399,1.575,0.322,73.286,0.411,1.517,799,981,70.346,0.347,4.887,0.205,0.886,816,925,R1,G1,Control
734,control_10.jpg,0.51,1.76,0.369,107.844,0.411,1.726,112,349,113.532,0.392,4.772,0.21,0.891,115,348,R1,G1,Control
37,batch6.jpeg,0.647,1.97,0.418,84.247,0.411,1.944,702,305,79.426,0.502,4.708,0.212,0.858,713,230,R1,G4,Large_responce
1099,control_6.jpg,0.518,1.765,0.373,103.863,0.411,1.721,251,1064,105.479,0.423,4.728,0.212,0.879,251,1064,R1,G1,Control
323,Large 1.jpg,0.601,1.894,0.404,1.373,0.411,1.847,2659,710,2.291,0.41,4.69,0.213,0.928,2811,688,R1,G3,Large_responce
857,Large 3.jpg,0.478,1.669,0.365,5.145,0.411,1.677,1072,2090,179.64,0.378,4.573,0.219,0.913,1199,2060,R1,G3,Large_responce
520,Control 5.jpg,0.708,1.996,0.452,169.438,0.411,1.993,1370,676,167.248,0.469,4.419,0.226,0.911,1381,663,R1,G2,Control
468,batch2.jpeg,0.524,1.712,0.39,95.55,0.411,1.705,248,337,101.056,0.417,4.394,0.228,0.843,248,337,R1,G7,Control
1392,Large 5.jpg,0.498,1.669,0.38,178.996,0.411,1.667,1580,1311,1.813,0.416,4.392,0.228,0.898,1728,1294,R1,G3,Large_responce
